cluster_x,height,age,clay_perc,hard_perc,grass_perc,win %,perc_points_won,1st_serv_perc,1st_win,ace_perc,df_perc,2nd_win,svc_perc_win,points_per_svc_game,break_point_save_perc,bp_per_game,o_1st_serv_perc,return_1st_win,return_ace_perc,return_df_perc,return_2nd_win,return_perc_win,points_per_return_game,break_point_convert_perc,return_bp_per_game,points_per_minute
0,193.10216718266253,28.088502184162525,0.23696401811376325,0.6364566003259137,0.12585638800328477,0.5375870399317891,0.5050886904322444,0.6073710091505327,0.7208326340975943,0.08337196069142232,0.08936757725947937,0.5131060646659792,0.6387800850524793,6.364791425344332,0.6100818000518418,0.524236644258982,0.61117085275647,0.29323451864318567,0.9270884164844523,0.09242502380230228,0.4941529126436535,0.37143450186494137,6.4213145364413595,0.39668592682833675,0.4398959262167345,1.4741532146319678
1,185.1316545173404,27.00869542373591,0.32928488279326135,0.5517108961924081,0.1170180890490188,0.38154697058577053,0.487213745276692,0.6061919357233451,0.7154950100670746,0.07894849635125899,0.09297146671942977,0.5096810637129909,0.6340633927333423,6.392447035852677,0.6109503479490762,0.5399200570860967,0.6102212114475005,0.29186782791041205,0.9277813849396591,0.09286985202106468,0.49458718312137234,0.3709740733496376,6.41711097510795,0.3964287456653415,0.4429720445755144,1.4816553606724656
2,187.04058494906343,28.893376366869038,0.30612261961921733,0.5993649831373834,0.09417209807122105,0.7102014294996751,0.5314050162935909,0.6190836833440797,0.7192126509800758,0.07660629745791733,0.09277444706127339,0.5150007861779525,0.6408134453569528,6.344734201117334,0.6126471369923167,0.5139344826884522,0.6117216580684971,0.2954476147536019,0.9254847288293107,0.08845887648086839,0.49600900199973424,0.37337936164579105,6.411139486808219,0.40013726847678077,0.43555232263050236,1.4561986126895452
3,184.47294013695605,27.987879605713488,0.37267176453082673,0.5367185578255984,0.0895635094281531,0.49094202898550726,0.5003116075132643,0.6106932748149438,0.7111284470588991,0.07318796471292098,0.09376574621444228,0.5099097550415813,0.6322836432473606,6.4020704700221716,0.6097435966112771,0.548098797083763,0.6091464054080563,0.2904731118961586,0.9254029628072038,0.09320824941345916,0.49240393364049123,0.3694759929707916,6.409150402417375,0.3959239924421328,0.4488064634978805,1.469227284136963
